Identifier,Company Name,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
SPX.L,Spirax Group PLC,50.8645395365895,51.8091432380072,47.2829883156743,46.0737997725335,39.0890745072509,37.1714034334586,26.3434557819882,20.5417354209038,21.2235498883447,20.1976762267927,19.8789372880917,17.8258221935151,14.8828913372375,16.0394510110748,27.7518430815066,31.9227880807495,31.1781113411548,0.0,0.0,0.0
SPT.L,Spirent Communications plc,78.7344496622178,79.0959377614284,81.7285941403589,81.2588332764755,79.8558059587471,77.5209343779795,73.5781322119083,70.2757352941176,75.952380952381,71.5018515145996,22.7508650519031,19.0743944636678,11.5686274509804,14.9509803921569,4.90196078431373,3.15126050420168,11.0294117647059,0.0,0.0,0.0
SJP.L,St James's Place PLC,57.7458934279868,56.3459001408551,66.2390298235578,65.394516678882,65.1317545768093,63.8721021911887,60.9525536003139,39.1646229343078,34.1576593965129,44.3483187129916,49.3271604938271,51.6635279347144,71.9080428026804,72.3951321242839,78.8133951924576,79.2174403610574,81.4522556990276,73.1098579782791,74.0740740740741,71.7137896825397
STAN.L,Standard Chartered PLC,79.7487727632621,81.3590327602656,82.8564559001494,82.530269032521,83.5808290888757,86.0085460033815,86.0574781299138,78.5208329160742,90.5164248066475,75.0144714378978,76.0301488383479,75.5056849827275,89.392709367759,90.4787686618796,81.2431572787678,84.6764752700004,70.7760207122739,73.3295587934162,83.3409931746014,76.7987677527151
TATE.L,Tate & Lyle PLC,48.1808604577551,48.5799772116494,48.9250584229153,45.9977621526049,49.2633279260421,50.2591340581115,51.0670922382087,54.4790869735918,46.298424979276,49.4038947163947,54.0953608637304,55.7558042437075,57.277875545457,53.4010657421674,58.8145607013531,46.2121212121212,35.3002096541969,29.6677959721438,29.2207792207792,29.3560606060606
TW.L,Taylor Wimpey PLC,57.2941808075048,57.8783688804498,58.0366568581859,57.1666685654153,77.5492887970636,83.566103948622,85.7186201776366,82.5368339487773,78.9599121076854,76.1358150893035,71.6509879009879,69.7526231672573,68.4959815746499,24.7647512253298,25.5617408906883,71.7592592592593,57.9038461538462,36.1053940485379,8.81410256410256,58.0200501253133
TSCO.L,Tesco PLC,73.1817502986858,72.6150605870181,66.6949533055209,73.9957725464191,68.1621860814144,52.1690144855507,65.3279530378411,59.7017098239924,58.3190430724262,63.9516129032258,48.9086809003641,62.4626800878313,80.5905665280665,80.0449346405229,69.4659391534392,91.0126081365919,81.1111111111111,84.0593434343434,87.5438596491228,85.2035984848485
TPK.L,Travis Perkins PLC,58.9885255159948,59.5651636985777,56.7762917822216,62.366519884409,65.6738842244808,64.6720806242242,60.6162464985994,65.8145424836601,70.448742590823,74.4926153593968,79.1748206131768,82.9456790123457,82.3544524850495,74.6463339172571,77.4599771297884,60.0416666666667,43.1338481338482,13.0,20.8496732026144,33.3333333333333
UTG.L,Unite Group PLC,60.9264292589926,52.2037326969439,48.9689144288981,49.8835840355821,53.3753788329029,64.1911963782048,63.7186073161882,63.4892876069347,64.9942857142857,52.8819444444445,41.6768325307651,43.534166475579,43.4412419938736,31.2218251465676,25.5831087151842,24.3051948051948,13.1016156462585,10.1448551448551,8.46753246753247,11.4285714285714
UU.L,United Utilities Group PLC,78.9731682146543,81.5844758956214,85.852694018784,85.366564227374,84.8949579831933,82.0652173913044,89.0325077399381,80.4603124672329,84.7662141779789,87.2794117647059,83.0213903743315,81.7231134878194,61.1497326203208,62.156862745098,67.5245098039216,30.672268907563,41.1764705882353,46.4705882352941,50.0,47.0588235294117
VSVS.L,Vesuvius plc,55.2012851810006,52.0155429986116,51.6888542056299,43.1040733865226,38.7607962849067,37.5532679667345,39.5017449718801,37.9145461539905,28.365904696226,23.9393262934493,21.5174667881756,20.3369399352521,25.4161039235228,25.342403441117,34.1974065488264,9.17619958747217,5.13888888888888,5.85585585585585,0.205761316872428,0.0
VTYV.L,Vistry Group PLC,44.9645786108903,40.5111801980939,48.5650045138702,42.0985899667994,40.2861500078822,41.9911345485116,38.6170863549406,44.4566997704649,47.7688332339495,39.8416860916861,49.8950733097074,56.7990280150497,54.7435170237212,60.9244264507422,80.6623931623932,56.1794871794872,5.42406311637081,47.7494425863991,81.4632735685367,33.3333333333333
VOD.L,Vodafone Group PLC,78.8568483193802,77.0828233969233,79.6935408972116,83.071456475779,83.8739967053859,80.3024253127774,73.0061307764535,71.8007073602049,69.7555827349483,71.6493302402155,76.3186656240739,75.3798858146684,74.1552117168239,74.0945547695299,62.7317872522476,66.641136478093,67.8120934859872,75.1451800232288,46.8475164127338,60.3864734299517
WTB.L,Whitbread PLC,85.6266643170426,73.4037011995092,70.5281227535262,74.0602542841349,81.0197072442777,79.2845009683005,86.1333520625556,90.2864402864403,87.9645413816744,85.6551773531375,86.7719793880131,80.6863881425285,82.9247696894756,85.8853004637366,80.4907347164992,84.7248677248677,82.4963979998305,63.1851851851852,85.9516214779373,66.6666666666667
WKP.L,Workspace Group PLC,78.6571304740786,79.9984722992428,82.37732668277,82.2108111439498,83.8965948504902,78.3766983284888,54.6045536679731,61.3887500946325,67.4595918367347,41.9223484848485,46.1690743713216,59.3676908965834,56.9764689501532,64.8388840505721,63.9553082340666,70.8506493506494,66.0948129251701,55.3096903096903,58.7766233766234,0.0
ZIG.L,ZIGUP PLC,24.8396548541898,26.1272280663306,26.8029748498499,25.0481645933254,22.3263888888889,23.9703633391341,25.7677500223834,23.1896181896182,21.0160506988865,15.0394819440315,14.2640406046563,14.9332952163141,12.374222999223,11.6243961352657,3.92857142857143,5.0925925925926,0.0,0.0,0.0,0.0
