Company Name,GICS Sector Name,Year,ESG,E,S,G,ROE,ROA,Q_Ratio
Great-West Lifeco Inc,Financials,2010,31.0950513377806,22.4857660455487,40.7047258297258,29.7674150834773,0.12276999999999999,0.008100000000000001,0.060608403262318034
Groep Brussel Lambert NV,Financials,2010,10.2925811250489,0.0,8.49453379592839,22.5,0.0496,0.032536840939895846,0.39268217746836476
HP Inc,Information Technology,2010,43.8110614291446,59.9,81.9570666380205,90.6876866107869,0.2625,0.0801,0.394609996237714
HSBC Holdings PLC,Financials,2010,38.691176350786,87.7607805383572,57.2999492965258,80.4886128364389,0.106,0.0064,0.05328315683944915
Halma PLC,Information Technology,2010,34.6169893495879,35.8363587121237,21.1471745166598,47.6241085806303,0.22771999999999998,0.06182242312892197,0.9548907336235951
Hang Seng Bank Ltd,Financials,2010,56.1374235202373,76.8827043275246,43.9536403006051,71.7350848385331,0.226,0.018000000000000002,0.11306579526450991
Hannover Rueck SE,Financials,2010,43.897606407517,45.1617494824017,57.4626623376624,34.6642156862745,0.128,0.0125,0.08086850902532067
Hargreaves Lansdown PLC,Financials,2010,41.1222224977354,25.0059396531243,18.859649122807,70.0464688290776,0.9541200000000001,0.37071,3.034558801735429
Hartford Insurance Group Inc,Financials,2010,41.5059456769324,47.7497412008282,58.0261544011544,86.5750180289172,0.0461,0.0031,0.023936075046512167
Helvetia Holding AG,Financials,2010,64.1320879670018,66.4195134575569,65.6372655122656,67.3225516621743,0.08900000000000001,0.0075,0.04592294374398968
Hexagon AB,Information Technology,2010,40.176801339055,30.7432844932845,48.5891272189349,43.3270202020202,0.12944,0.05868,0.45501306778494044
Hiscox Ltd,Financials,2010,43.5609917663736,30.9329710144928,34.83170995671,64.9683830171635,0.017,0.0031461079888891966,0.20797970180560155
Hong Kong Exchanges and Clearing Ltd,Financials,2010,65.6827844157733,49.210686095932,63.663967611336,77.6190476190476,0.57109,0.09995,0.5280173906332193
Huntington Bancshares Inc,Financials,2010,41.779257728358,17.185909268893,52.6924980530378,43.4054358663141,0.105,0.0101,0.08712055656688923
IG Group Holdings PLC,Financials,2010,28.3983915244833,32.3315118397086,32.6469547133913,28.9206349206349,0.2796,0.20170000000000002,1.9071206768052604
IGM Financial Inc,Financials,2010,36.0284337720953,17.6328502415459,53.3622043760094,32.1995576159743,0.19210000000000002,0.07382815537007907,0.9752383567455899
ING Groep NV,Financials,2010,77.2437845631167,86.8987790839744,82.8211035255789,80.9259259259259,0.08394,0.00291,0.02709811935165198
Infineon Technologies AG,Information Technology,2010,56.1800117640028,63.9397599180208,64.5324101335831,56.8799019607843,0.2488,0.1369,0.647895667038315
Insurance Australia Group Ltd,Financials,2010,88.9647561001707,86.3975155279503,93.6459750566893,88.2738095238095,0.09570000000000001,0.01965,0.2875217230406632
Intact Financial Corp,Financials,2010,54.9355522232952,33.7538819875776,42.8079004329004,83.158924946217,0.122,0.028399999999999998,0.3564469381766054
Intel Corp,Information Technology,2010,51.5285540477515,91.8711755233495,96.4450234244955,96.9954300471445,0.2709,0.19269999999999998,1.736258946273148
Interactive Brokers Group Inc,Financials,2010,22.1689217576185,17.6328502415459,44.2191544434858,10.1994017946162,0.1121,0.00202,0.09827771742745305
Intercontinental Exchange Inc,Financials,2010,19.8610359965672,17.6328502415459,32.3211875843455,15.2974410103024,0.1775,0.0167,0.2422925817456323
Intermediate Capital Group PLC,Financials,2010,10.6966184193956,22.9392639361071,15.2836522193854,8.10722610722611,0.10535,0.044640000000000006,0.1606947913265206
International Business Machines Corp,Information Technology,2010,43.7703032744208,86.7914185477542,94.7609093683247,59.3011479395805,0.7556999999999999,0.142,1.8613649801331238
Intesa Sanpaolo SpA,Financials,2010,77.3290977255108,95.8166182363107,84.33663923889,75.7446808510638,0.0388,0.003,0.03002611534014901
Intuit Inc,Information Technology,2010,51.090680905866,60.1752916839773,60.0309734513274,41.8235149623593,0.29350000000000004,0.1548,3.05915949725636
Invesco Ltd,Financials,2010,49.25376227241,38.0883903748442,64.5056390977444,45.2795667447307,0.09539999999999998,0.0393,0.46831486751951207
Investec PLC,Financials,2010,43.7817274344197,80.5696416497634,49.8438893844781,29.4191142191142,0.09932,0.00764,0.06161482430909846
Israel Discount Bank Ltd,Financials,2010,37.7673385888086,74.2791384401598,40.4928951345947,25.0,0.08199999999999999,0.00439,0.022219897321392214
JPMorgan Chase & Co,Financials,2010,33.6379687703216,84.5952753170054,86.3632020346827,28.6198584746419,0.11,0.0086,0.055760726798289514
Jabil Inc,Information Technology,2010,53.984741118876,42.1474358974359,56.7141272189349,66.416402965018,0.29972,0.07690999999999999,0.5836266016713092
Julius Baer Gruppe AG,Financials,2010,40.5186229696439,33.8964355846825,30.3768026640001,63.9655313240219,0.10279999999999999,0.0091,0.07722436961400138
Juniper Networks Inc,Information Technology,2010,51.1986159582775,51.5686274509804,60.8937691521961,41.4015135095373,0.0941,0.0699,1.0753221993184974
Jyske Bank A/S,Financials,2010,9.60878993560308,18.1586381207255,13.3445467716955,7.86666666666667,0.0478,0.0026,0.01726513985315545
KLA Corp,Information Technology,2010,42.6186009828135,64.4331723027375,36.5361042780397,26.4772349617813,0.32770000000000005,0.195,1.7199278118417178
Kbc Groep NV,Financials,2010,67.3234289080335,87.9570633245305,90.5677430944037,30.8834586466165,0.1051,0.0036,0.01385383893603695
KeyCorp,Financials,2010,46.4291506107689,54.4870651204282,51.5931418241128,44.2904619474909,0.0926,0.011699999999999999,0.08253319588443994
Keyence Corp,Information Technology,2010,12.2325605393506,0.0,5.03177966101696,36.3526570048309,0.098,0.09197,0.9557375507091022
Kyocera Corp,Information Technology,2010,74.3390863827662,96.0279205981067,49.1551453419997,81.3314302444738,0.08900000000000001,0.06452,0.522714721013966
Lam Research Corp,Information Technology,2010,22.4100965282134,18.3864734299517,19.6447519028164,31.8012628780326,0.3456,0.18062852086661946,1.091734284938307
Lancashire Holdings Ltd,Financials,2010,36.4391373080398,21.0416666666667,19.1369047619048,68.7714543812105,0.134,0.07420358778892891,0.6221994004476764
Legal & General Group PLC,Financials,2010,74.7541331267174,86.1302499934004,78.2363775137718,73.9424890729239,0.145,0.0018108807282406405,0.0149250528943357
Loews Corp,Financials,2010,28.3495322953698,21.0416666666667,32.9666305916306,32.4127617148554,0.0587,0.014548015092735293,0.19836764966519638
Logitech International SA,Information Technology,2010,27.9915228242436,13.1432432432432,20.7413851104834,53.2945013979497,0.1165,0.0742,0.8599169809226364
M&T Bank Corp,Financials,2010,30.9959008062831,22.8581343861416,32.8501641105772,38.5211033565969,0.0967,0.0116,0.12307190593197213
MS&AD Insurance Group Holdings Inc,Financials,2010,54.992204573878,74.1679606625259,47.4592609771181,63.0976994020472,0.004,0.00057,0.05549851303087256
Macquarie Group Ltd,Financials,2010,65.5070342294333,76.765396900821,67.9371031614345,63.2261904761905,0.08449999999999999,0.0063,0.057721627763776574
Man Group PLC,Financials,2010,46.0043223954569,79.159737071355,73.7569412181146,22.0683229813664,0.04684,0.03101,1.3607277137905052
Manulife Financial Corp,Financials,2010,59.0389122974896,79.2494824016563,58.0972222222223,55.3580583583311,0.0018,0.0001,0.03484494215074852
Markel Group Inc,Financials,2010,28.0785858753705,21.0416666666667,35.1491702741703,29.189099368561,0.0361,0.0106,0.11974601677678459
Marsh & McLennan Companies Inc,Financials,2010,48.6351505839126,66.2952898550725,52.1332972582973,66.9975055071939,0.1588,0.0633,1.1007223161369224
Marvell Technology Inc,Information Technology,2010,39.0596580203669,40.5991263502979,34.4949909605082,50.7486800516292,0.1509,0.1313,0.806795955415488
Mastercard Inc,Financials,2010,23.5294653982602,0.0,47.4924962277232,9.95347291458957,0.4337,0.2459,4.425684437802301
Mediobanca Banca di Credito Finanziario SpA,Financials,2010,26.9958568882098,16.6666666666667,20.8081792101005,46.3194444444445,0.05726,0.00602,0.0586733900611662
MetLife Inc,Financials,2010,31.4184449889685,56.9629917184265,66.9067460317461,27.2729243100737,0.09880000000000001,0.006729245214298453,0.0414166682043038
Microchip Technology Inc,Information Technology,2010,63.290397698247,66.5159809648815,57.2158779917401,69.442655294022,0.2729,0.15382516109860386,2.3588295160337163
Micron Technology Inc,Information Technology,2010,37.3135005516926,31.2246376811594,42.4560505205666,36.1349285476903,0.0203,0.0113,0.42112654715360626
Microsoft Corp,Information Technology,2010,48.5041105214838,85.2219221714444,94.0383295669159,93.5672035277567,0.4484,0.2377,2.008944030678908
Mitsubishi HC Capital Inc,Financials,2010,21.0314642153626,47.8147531523893,12.7341775068813,32.7455716586152,0.071,0.006770000000000001,0.06795789830297605
Mitsubishi UFJ Financial Group Inc,Financials,2010,73.2673191681702,90.0853345816294,58.4113018170339,88.2880645924124,0.066,0.0028399999999999996,0.020826252703249448
Mizrahi Tefahot Bank Ltd,Financials,2010,18.9886548001167,17.0621468926554,21.0255137099127,23.7777777777778,0.1411,0.0074,0.025795129522640056
Mizuho Financial Group Inc,Financials,2010,73.7265213421291,90.074043978885,60.520848726572,86.6616555746991,0.11699999999999999,0.0026,0.01682583537710144
Moody's Corp,Financials,2010,17.7584906279368,2.44444444444444,30.6689478396051,50.6825722092116,-2.12202,0.1765585341260735,2.5996870762490873
Morgan Stanley,Financials,2010,43.3636252881988,88.4414350201948,75.7306254286409,69.6756896635522,0.0391,0.0027,0.038887414364566913
Motorola Solutions Inc,Information Technology,2010,49.2160384515875,64.0056022408964,82.9802737180029,62.23287470726,0.1103,0.0449,1.0818482791514106
Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,Financials,2010,77.1176926033868,91.8633540372671,75.0303287981859,77.2475490196079,0.030600000000000002,0.0029,0.07101352133460491
Murata Manufacturing Co Ltd,Information Technology,2010,61.2246891890568,53.146132363397,61.7192427875325,70.270542661847,0.066,0.05579,0.682108776503165
NEC Corp,Information Technology,2010,43.3452280277179,70.5771906749776,51.1866317088796,66.4321901363466,-0.016,-0.00449,0.19890617225446325
NTT Data Group Corp,Information Technology,2010,56.6589284726734,68.9169097043518,54.611627447138,54.7444877640477,0.063,0.027160000000000004,0.4194379098238071
NVIDIA Corp,Information Technology,2010,57.0155011719067,58.7242765545758,41.6878555671659,80.255585960526,0.1586,0.1157,1.5241790678647373
Nasdaq Inc,Financials,2010,41.0923634155268,23.2689210950081,37.5843454790823,54.6915774415883,0.09390000000000001,0.03,0.3081854907856078
NatWest Group PLC,Financials,2010,53.3937028149777,80.434253951711,79.8080170212732,69.7048539222452,0.008199999999999999,0.0004,0.020965444533267003
National Australia Bank Ltd,Financials,2010,61.31310812142,92.7785775901408,87.6611968530968,93.6309523809524,0.1245,0.00701,0.09171913347835917
National Bank of Canada,Financials,2010,63.5863573557172,76.0393978737749,51.7340352270295,78.7739902433112,0.177,0.008,0.056887578916818234
NetApp Inc,Information Technology,2010,31.9705082847713,12.7285714285714,36.0072689511942,40.8065658098169,0.2766,0.1155,1.5304088901903798
Nokia Oyj,Information Technology,2010,45.4684347355543,73.1985294117647,83.3014738070918,87.2428571428572,0.08211,0.02862,0.40347125026616476
Nomura Holdings Inc,Financials,2010,76.7239782169053,85.1944246456007,77.3163204353886,78.9661948357601,0.013999999999999999,0.00083,0.030489462797098448
Nomura Research Institute Ltd,Information Technology,2010,64.9729414159012,62.7866415051181,67.2026760373646,63.708782131765,0.10300000000000001,0.062380000000000005,0.840735539427598
Nordea Bank Abp,Financials,2010,63.8758494669733,72.8710516011458,53.7829869742604,81.7666666666667,0.106,0.004050000000000001,0.04950003106113702
Northern Trust Corp,Financials,2010,65.8517018286374,68.8379398643119,76.4391274529324,65.461507440787,0.0859,0.0066,0.0953659999143914
ON Semiconductor Corp,Information Technology,2010,59.431494139944,33.3590982286634,72.6096050142971,68.9744862907982,0.2788,0.1161,0.8940917850907687
ORIX Corp,Financials,2010,49.1968571784053,66.7409384309831,18.941907041409,89.653296328113,0.051,0.008239999999999999,0.08475333689201371
Obic Co Ltd,Information Technology,2010,9.47345428011976,0.0,4.5624426125299,16.5444172779136,0.06,0.05266,0.9157497458667203
Omron Corp,Information Technology,2010,81.154288008961,89.8698774849961,72.6490896106994,81.8468407598843,0.087,0.04891,0.6791512405508786
Open Text Corp,Information Technology,2010,22.2250105693103,0.0,32.4246521436427,20.1094890510949,0.2433,0.0301984706045528,0.3818668765737784
Oracle Corp,Information Technology,2010,63.8955689275037,75.4872519578402,56.0974636234987,67.1330991412959,0.32289999999999996,0.16870000000000002,1.7530797450193785
Oracle Corp Japan,Information Technology,2010,29.4579853848324,0.0,1.56912442396313,62.3107890499195,0.259,0.17043,1.935685560834505
Otsuka Corp,Information Technology,2010,33.2327980652653,0.0,41.5616206516863,36.0305958132045,0.113,0.05753,0.5875902289883659
Oversea-Chinese Banking Corporation Ltd,Financials,2010,47.6451548031744,18.1586381207255,40.469650645371,76.1508704061896,0.10516,0.00899,0.06055605686823985
PNC Financial Services Group Inc,Financials,2010,58.0208944094376,75.1103005037346,62.4614218163797,83.9628545194456,0.1035,0.012,0.11187434994524438
PTC Inc,Information Technology,2010,31.8468653833948,0.0,31.5247542922393,41.6782984380193,0.1938,0.1036,1.3282532554203828
Paragon Banking Group PLC,Financials,2010,30.134900353823,29.3958276291501,28.4797832277759,39.5357717966414,0.08310000000000001,0.005600000000000001,0.04504653591926075
Partners Group Holding AG,Financials,2010,17.8830519495594,51.6103059581321,16.7004048582996,12.4160744915462,0.39,0.2896,1.5532063977579569
PayPoint plc,Financials,2010,34.7244577554038,33.1004140786749,20.2538454596115,54.3515151515152,0.31554,0.1991,1.579541005268499
Power Corporation of Canada,Financials,2010,18.8035841965476,27.0199275362319,26.9462224283653,13.5789473684211,0.1033,0.0029124448177722246,0.027116632715970826
Powszechna Kasa Oszczednosci Bank Polski SA,Financials,2010,24.3344531480171,17.0621468926554,16.5009136048732,44.8611111111111,0.1723,0.021099999999999997,0.1342639831054583
Powszechny Zaklad Ubezpieczen SA,Financials,2010,51.0254423113119,33.4329710144928,59.2862554112554,54.265873015873,0.2027,0.047,0.08505343199022636
Principal Financial Group Inc,Financials,2010,39.7019332655682,67.2114389233954,51.0420274170274,24.5420260956262,0.0907,0.005962457094549862,0.05097266008290809
Progressive Corp,Financials,2010,50.4424757291169,32.9050207039337,61.4586940836941,50.4499282127268,0.1595,0.044000000000000004,0.554294843003827
Prudential Financial Inc,Financials,2010,46.6587857448051,86.371635610766,68.8313492063492,81.802668411104,0.09398999999999999,0.0060999999999999995,0.038140860693533514
Prudential PLC,Financials,2010,66.058050909694,79.8149585921325,61.2654864976293,78.6448125143777,0.20010999999999998,0.00586,0.03786600126853558
QBE Insurance Group Ltd,Financials,2010,46.0404182783101,65.3894927536232,30.5853174603175,65.9404761904762,0.08349000000000001,0.019610000000000002,0.37318187511953665
Qualcomm Inc,Information Technology,2010,44.718403424884,65.7479871175523,54.0257342310128,54.7127129809517,0.2006,0.16140000000000002,2.524568889742463
Raiffeisen Bank International AG,Financials,2010,46.7773692158418,66.6064672925812,65.5750552591605,21.7147435897436,0.1012,0.006999999999999999,0.031639146600261896
Rathbones Group PLC,Financials,2010,43.179912664677,68.8484992476439,41.6666666666667,46.2033586381413,0.18031,0.03065,0.19585226896969546
Raymond James Financial Inc,Financials,2010,32.523770069053,17.6328502415459,65.0356186810026,22.4958457959455,0.11380000000000001,0.015458048386196587,0.21734613767594205
Regions Financial Corp,Financials,2010,23.5712167611989,20.2639012786203,45.2253581821685,21.0637126827686,0.016,0.0016,0.04260662022825659
Renishaw PLC,Information Technology,2010,28.0269553214758,37.9294715958309,13.4032561406689,35.317230273752,0.35673,0.10744198865408866,1.1602807711301573
Resona Holdings Inc,Financials,2010,66.0582101938126,74.6245862297253,46.4758891093094,93.7345536245292,0.08800000000000001,0.00384,0.02343503616353325
Ricoh Co Ltd,Information Technology,2010,66.6029370890352,46.3368055555556,75.1325178389399,72.7247390290869,0.021,0.00845,0.2613796856235555
Roper Technologies Inc,Information Technology,2010,23.9443760224225,5.74712643678161,31.8427266424697,22.6021934197408,0.1437,0.0823,1.5755447918333907
Royal Bank of Canada,Financials,2010,50.1204896430079,89.8855777638424,92.1668073405649,63.8771626821804,0.18,0.0087,0.07235215719432826
S&P Global Inc,Financials,2010,65.1979303695498,63.5525614207785,74.0177454532446,55.0799249156352,0.4783,0.1343380664652568,1.9930812688821753
SAP SE,Information Technology,2010,46.5810897862678,84.0355675575867,83.7359933568553,75.4142156862745,0.2994,0.15289999999999998,1.0991525134186213
SBI Holdings Inc,Financials,2010,16.0213087955823,47.1014492753623,17.6450742240216,9.73429951690822,0.012,0.00359,0.07566696436486908
SEI Investments Co,Financials,2010,32.4990527561846,37.4396135265701,45.53494391717,29.4549684280492,0.1973,0.15259999999999999,1.573239673768606
STMicroelectronics NV,Information Technology,2010,53.3525121365579,91.3929146537842,94.874637689887,93.941798941799,0.0524,0.03129,0.499806003968509
STMicroelectronics NV,Information Technology,2010,53.3525121365579,91.3929146537842,94.874637689887,93.941798941799,0.0524,0.03660779985283297,0.499806003968509
Sage Group PLC,Information Technology,2010,47.6950934540375,39.3902136825451,48.9523001809669,49.1039627039627,0.1672,0.1041,1.3902701515822715
Salesforce Inc,Information Technology,2010,44.3860937703672,38.9520726584499,39.1975653521472,50.4841995751875,0.1352,0.053399999999999996,3.313652665103164
Sampo Oyj,Financials,2010,18.5598013331835,48.143115942029,15.2281746031746,24.1666666666667,0.1166,0.0346,0.24505158542784133
Santander Bank Polska SA,Financials,2010,51.768411875306,17.0621468926554,56.9207612693382,65.3769841269842,0.16949999999999998,0.021,0.08688115275134532
Schroders PLC,Financials,2010,63.1594713682861,89.9784926244518,48.0056390977444,69.59383614784,0.17064000000000001,0.023170000000000003,0.1824496965564439
Scor SE,Financials,2010,46.0622229844235,46.8025362318841,31.7166305916306,69.5658652490838,0.077,0.011000000000000001,0.08817313131184339
Seagate Technology Holdings PLC,Information Technology,2010,60.0998820317732,38.7,57.4757403229849,82.6128364389234,0.2229,0.0662,0.8264216568888878
Seiko Epson Corp,Information Technology,2010,43.0383254597623,71.927027027027,68.1116339715974,59.5815436463358,0.037000000000000005,0.012270000000000001,0.273198996184653
Shimadzu Corp,Information Technology,2010,39.2829231942804,67.5841711464076,38.4427945643601,10.6211590563669,0.065,0.03531,0.6369637117312442
Singapore Exchange Ltd,Financials,2010,56.2222553647217,17.6328502415459,43.1057941195991,84.1650548033527,0.37799999999999995,0.2137,3.2636840210084004
Skandinaviska Enskilda Banken AB,Financials,2010,62.4032149722511,83.8915778286125,56.9608647902485,65.145202020202,0.1175,0.0054,0.044019391224408774
Skyworks Solutions Inc,Information Technology,2010,52.8101447732131,45.3244766505636,45.758037986777,73.428922718012,0.2463,0.2086,1.612140509577653
Societe Generale SA,Financials,2010,65.2320561417732,96.3533561206254,86.1049366471399,78.6392009987516,0.0693,0.0028000000000000004,0.01150953271226567
Spectris PLC,Information Technology,2010,50.0438854519626,46.207264957265,55.2829142011834,49.3558776167472,0.258,0.08545748665499804,0.8726628856557174
Spirent Communications plc,Information Technology,2010,37.3642480707698,14.9509803921569,36.5526046986721,50.8677248677249,0.22399999999999998,0.18119758143163645,2.3722454643798323
St James's Place PLC,Financials,2010,31.3349077354041,72.3951321242839,33.9068825910931,24.6537842190016,0.16890999999999998,0.00406,0.020554776079437627
Standard Chartered PLC,Financials,2010,73.4051540721022,90.4787686618796,88.8336403713411,46.5983436853002,0.1167,0.0084,0.07576473469048206
State Street Corp,Financials,2010,73.9426487594011,90.8225759615638,83.6422313665627,63.0809416283429,0.1,0.0086,0.09145786888694675
Storebrand ASA,Financials,2010,67.4013229854351,77.4227185132388,77.0970221897745,65.6535947712418,0.0579,0.0027,0.035022423252916074
Sumitomo Mitsui Financial Group Inc,Financials,2010,39.1994501025745,52.811065673918,30.8909949504649,54.6809792461966,0.098,0.00364,0.021035295873552472
Sun Life Financial Inc,Financials,2010,67.0600095452726,69.7994306418219,64.1686507936508,75.2291003848135,0.008,0.0005,0.0543686142571226
Suncorp Group Ltd,Financials,2010,59.0303422291734,42.1687613421368,48.7831056787824,83.1337562780862,0.04475,0.00655,0.14993658814507818
Svenska Handelsbanken AB,Financials,2010,51.0079148572551,67.9173116128058,57.7063015753938,42.0913336792942,0.133,0.0053,0.048725008378035166
Swedbank AB,Financials,2010,68.3223390841069,86.5218466538893,64.1564483967255,68.0618686868687,0.122,0.0067,0.059153280650504854
Swiss Life Holding AG,Financials,2010,62.7074606285869,73.7901138716356,62.3039321789322,71.065098423589,0.073,0.0037,0.01362222109431733
Swiss Re AG,Financials,2010,69.9718450963081,92.536231884058,65.4980158730159,71.5845789430695,0.09561,0.011559999999999999,0.09118259535174063
Sydbank A/S,Financials,2010,12.7155373392292,17.0621468926554,13.7329381839298,16.4,0.048150000000000005,0.0030299999999999997,0.053974734439868846
Synopsys Inc,Information Technology,2010,49.2425191051253,0.0,39.139422088368,72.7151639344263,0.12869999999999998,0.0812,1.1642688114973563
T Rowe Price Group Inc,Financials,2010,39.7910839257216,44.6054750402577,46.3446605163603,40.6214689265537,0.218,0.2077,3.8161010473834978
T&D Holdings Inc,Financials,2010,53.6409775642703,49.8532279238581,54.9135765028622,59.9466397938281,0.038,0.0018599999999999999,0.04421474508348398
TDK Corp,Information Technology,2010,61.2800446939271,46.9226038008836,57.7100845400219,83.1895881895882,0.084,0.042660000000000003,0.3203340337584032
TE Connectivity PLC,Information Technology,2010,53.8168589350309,31.3741426899277,54.9537446639446,79.2575349179123,0.19006,0.0795,0.6414864573761405
TIS Inc,Information Technology,2010,34.8940600026112,0.0,4.16247086482288,71.8255908720457,0.042,0.01949,0.30562461055734763
TMX Group Ltd,Financials,2010,34.8449366994045,22.3027375201288,46.5924426450742,33.9773353937521,0.23600000000000002,0.084,0.13149595647737627
TP ICAP Group PLC,Financials,2010,42.138978697833,22.9415802117156,22.5371120107962,69.7407407407408,0.22623000000000001,0.01712,0.02774808353079098
Telefonaktiebolaget LM Ericsson,Information Technology,2010,70.3434853190288,62.4387254901961,65.9061724792062,79.2108585858586,0.10671,0.05471,1.1009309344158769
Temenos AG,Information Technology,2010,41.0847870574612,6.41647047961963,18.3772888544513,71.0389610389611,0.1463,0.0634,0.7166479705725929
Teradyne Inc,Information Technology,2010,44.5188335162999,23.8421900161031,46.212628470693,66.5360440417877,0.2114,0.1389,1.1462308941721315
Texas Instruments Inc,Information Technology,2010,88.8811819679346,97.6589811155029,80.9638119022283,91.4114835992681,0.24480000000000002,0.15460000000000002,1.6228003040513246
Tietoevry Oyj,Information Technology,2010,70.8481705712452,73.5384064995615,73.3899085794161,67.852380952381,0.1406,0.0626,0.7466744654614046
Tokio Marine Holdings Inc,Financials,2010,69.9253864726818,74.587215320911,66.1100546279118,84.4037363602581,0.035,0.00426,0.0826187073879448
Tokyo Electron Ltd,Information Technology,2010,56.5643260022167,77.3495299761522,36.3514040238178,64.9734024978524,0.133,0.09554,0.8118978737668442
Toronto-Dominion Bank,Financials,2010,65.5728528971624,93.6549020646936,85.1040188569445,82.990940217556,0.1402,0.0096,0.06655541003151684
Travelers Companies Inc,Financials,2010,43.3747160933153,65.1306935817805,52.113455988456,41.1066799601197,0.055650000000000005,0.01322,0.2335529151501793
Trend Micro Inc,Information Technology,2010,53.8790466711523,0.0,50.6322596772178,72.8386050283861,0.175,0.08503,1.327927418296235
Trimble Inc,Information Technology,2010,36.4672235000392,8.71459694989107,21.3260036043882,57.8312841530055,0.184,0.12,2.017624149897737
Truist Financial Corp,Financials,2010,30.4621257284186,17.2684175197181,39.4326802732673,30.2050370627249,0.07490000000000001,0.008199999999999999,0.10050761839362123
Tryg A/S,Financials,2010,67.2349164498761,85.1074016563147,57.5357400535972,73.4086956521739,0.1276,0.0215,0.39215692439772964
UBS Group AG,Financials,2010,39.5595960483109,88.0771362952404,79.4924337957125,59.5646491872907,0.083,0.003,0.047296858230297896
US Bancorp,Financials,2010,50.8044173739987,73.8613861386139,54.3337667403921,42.3115633337143,0.15689999999999998,0.0143,0.15177592026537537
UniCredit SpA,Financials,2010,57.0639015353348,86.4849424282303,77.0018517425561,89.7872340425532,0.019,0.0012,0.016812503546280128
Unipol Assicurazioni SpA,Financials,2010,50.0603283796586,86.2745859213251,48.7801226551226,44.5390070921986,-0.0321,-0.0016048539426313368,0.010920081856186403
United Overseas Bank Ltd,Financials,2010,23.0505312343444,17.0621468926554,22.1248699388378,33.5460992907802,0.111,0.0106,0.0657602171366467
"VeriSign, Inc",Information Technology,2010,23.6520041759508,10.9241563956977,34.2067819420089,18.3815221003656,0.8462999999999999,0.1157,3.0610549122471484
Visa Inc,Financials,2010,28.8342874537245,21.9221714443983,42.3081644304882,19.3054170820871,0.1371,0.1035,1.0092208485333334
W R Berkley Corp,Financials,2010,21.5489872973672,21.0416666666667,27.0138888888889,22.3562645397142,0.0812,0.0174,0.25619280295022684
Wells Fargo & Co,Financials,2010,40.2104648873254,75.0147646343582,66.3234509080839,89.9624972250574,0.1193,0.0125,0.11061877975152735
Wendel SE,Financials,2010,42.6337613030736,30.1802953631926,19.5652173913043,71.6809633119891,0.2069,0.0506,0.205271465506283
Western Digital Corp,Information Technology,2010,48.5612294018212,35.9,35.6438213914849,82.1482981884387,0.1512,0.0998,0.8913296561899482
Westpac Banking Corp,Financials,2010,78.7463192289229,85.609486461581,87.5065635323233,85.8928571428572,0.15065,0.009399999999999999,0.09823186704897675
Willis Towers Watson PLC,Financials,2010,36.0899831649832,30.3273809523809,33.6213924963925,47.9047619047619,0.1906,0.030699999999999998,0.4281437460325528
Yokogawa Electric Corp,Information Technology,2010,67.3646297637688,74.0015904285541,53.5521766407415,77.5099377273291,-0.045,-0.0176,0.5799118810094192
Zebra Technologies Corp,Information Technology,2010,26.4914473420798,6.66343460461108,28.7330316742081,49.839480874317,0.175,0.1484,2.0681194693250102
Zurich Insurance Group AG,Financials,2010,35.7688470173805,85.4140786749482,46.1708152958153,54.7619047619048,0.11900000000000001,0.009899999999999999,0.08448176119216703
iA Financial Corporation Inc,Financials,2010,60.5581306895795,41.4917768802302,68.3419614610296,64.9948792534012,0.047,0.0036,0.049950256429207605
3i Group PLC,Financials,2011,62.5072073853869,62.5251168947424,45.0469485373281,82.5193473193474,-0.26170000000000004,-0.1512,0.40712642846167624
AIB Group PLC,Financials,2011,45.6614000217716,86.4933382985766,45.9407678027223,30.6542443064182,-0.20588,-0.03129993768651438,0.3157598314764548
ANSYS Inc,Information Technology,2011,55.2874219239166,31.1774461028192,50.4060824566891,66.7237903225807,0.14980000000000002,0.10949999999999999,2.3924903809939106
ANZ Group Holdings Ltd,Financials,2011,53.0298155482342,93.9868754879001,88.6983978059202,93.3346927969891,0.156,0.0086,0.1016219283359606
ASML Holding NV,Information Technology,2011,60.1159387840569,46.3813286069054,65.6474846992088,67.4704202366381,0.27440000000000003,0.1405,1.1310023982461783
ASML Holding NV,Information Technology,2011,60.1159387840569,46.3813286069054,65.6474846992088,67.4704202366381,0.27440000000000003,0.1405,1.2186277400540109
ASX Ltd,Financials,2011,53.2266779770827,24.1520964869678,50.8742858620969,68.8924134284959,0.11276,0.053380000000000004,0.5594382070804552
AXA SA,Financials,2011,54.7509002865889,91.6546970925518,81.5139948814761,84.2723226594194,0.133,0.0058,0.04030180023214125
Aberdeen Group PLC,Financials,2011,73.4919132664873,87.0671402768651,54.7762589287629,90.4969696969697,0.16787,0.00418,0.04753971976461166
Accenture PLC,Information Technology,2011,74.2094105345249,78.3677398448371,79.8995007876477,68.0621118012422,0.6956,0.1723,2.777236776041881
Admiral Group PLC,Financials,2011,47.2978240148119,33.8472045252712,40.8758894614158,65.8013986013986,0.6079,0.0888,0.6512958878873789
Adobe Inc,Information Technology,2011,71.575130668212,81.0497321820019,65.3917040575851,74.057367573226,0.19010000000000002,0.12480000000000001,1.8578916994104415
