Company Name,GICS Sector Name,Year,ROA,ROE,Q_Ratio
MONY Group PLC,Communication Services,2010,0.14300000000000002,0.1913,2.2179718257963517
MS&AD Insurance Group Holdings Inc,Financials,2010,0.00057,0.004,0.05549851303087256
MTR Corp Ltd,Industrials,2010,0.05516,0.0851,0.5341091727928251
MTU Aero Engines AG,Industrials,2010,0.054900000000000004,0.2279,0.4235636363636362
Macquarie Group Ltd,Financials,2010,0.0063,0.08449999999999999,0.057721627763776574
Makita Corp,Industrials,2010,0.08279,0.099,0.7355474654972317
Man Group PLC,Financials,2010,0.03101,0.04684,1.3607277137905052
Manulife Financial Corp,Financials,2010,0.0001,0.0018,0.03484494215074852
Markel Group Inc,Financials,2010,0.0106,0.0361,0.11974601677678459
Marks and Spencer Group PLC,Consumer Staples,2010,0.07561,0.22638999999999998,0.7238500755708631
Marriott International Inc,Consumer Discretionary,2010,0.0646,1.1965000000000001,1.6540826930981385
Marsh & McLennan Companies Inc,Financials,2010,0.0633,0.1588,1.1007223161369224
Marshalls PLC,Materials,2010,0.025442556915534036,0.053,0.42264928305328464
Martin Marietta Materials Inc,Materials,2010,0.0279,0.061200000000000004,1.0947223710235172
Marubeni Corp,Industrials,2010,0.02947,0.18,0.16368883702354634
Marvell Technology Inc,Information Technology,2010,0.1313,0.1509,0.806795955415488
Masco Corp,Industrials,2010,0.0012,0.009399999999999999,0.5138747430450871
Mastercard Inc,Financials,2010,0.2459,0.4337,4.425684437802301
MatsukiyoCocokara & Co,Consumer Staples,2010,0.034140000000000004,0.069,0.36694758122861
McCormick & Company Inc,Consumer Staples,2010,0.09970000000000001,0.24489999999999998,1.6413110785508096
McDonald's Corp,Consumer Discretionary,2010,0.16940000000000002,0.37920000000000004,3.1118461633593917
Mckesson Corp,Health Care,2010,0.0453,0.1814,0.6194272917256977
Mediobanca Banca di Credito Finanziario SpA,Financials,2010,0.00602,0.05726,0.0586733900611662
Medtronic PLC,Health Care,2010,0.1245,0.23809999999999998,1.3159510747188263
Meiji Holdings Co Ltd,Consumer Staples,2010,0.0132,0.033,0.36408042297296944
Melrose Industries PLC,Industrials,2010,0.008682714026296365,0.1825,0.08158870912267577
Mercedes-Benz Group AG,Consumer Discretionary,2010,0.0415,0.1551,0.14496573568048404
Merck & Co Inc,Health Care,2010,0.1109,0.2148,1.390498651256701
Merck KGaA,Health Care,2010,0.0736,0.1577,0.5123778901479623
MetLife Inc,Financials,2010,0.006729245214298453,0.09880000000000001,0.0414166682043038
Metro Inc,Consumer Staples,2010,0.08213,0.15989,0.628700811414789
Metso Oyj,Industrials,2010,0.07139999999999999,0.209,1.385233728911582
Mettler-Toledo International Inc,Health Care,2010,0.1223,0.35340000000000005,2.1172426738504746
Microchip Technology Inc,Information Technology,2010,0.15382516109860386,0.2729,2.3588295160337163
Micron Technology Inc,Information Technology,2010,0.0113,0.0203,0.42112654715360626
Microsoft Corp,Information Technology,2010,0.2377,0.4484,2.008944030678908
Minebea Mitsumi Inc,Industrials,2010,0.0438,0.11599999999999999,0.25230681530436716
Mitchells & Butlers PLC,Consumer Discretionary,2010,0.0263,0.10369999999999999,0.23404194794116262
Mitie Group PLC,Industrials,2010,0.10266469198979125,0.21164000000000002,1.0952503431381646
Mitsubishi Chemical Group Corp,Materials,2010,0.02514,0.11599999999999999,0.18761300719286442
Mitsubishi Corp,Industrials,2010,0.04172,0.14800000000000002,0.2214271658823718
Mitsubishi Electric Corp,Industrials,2010,0.03803,0.124,0.5082941841210521
Mitsubishi Estate Co Ltd,Real Estate,2010,0.01493,0.054000000000000006,0.3806429308753923
Mitsubishi HC Capital Inc,Financials,2010,0.006770000000000001,0.071,0.06795789830297605
Mitsubishi Heavy Industries Ltd,Industrials,2010,0.00729,0.024,0.29116209278740696
Mitsubishi UFJ Financial Group Inc,Financials,2010,0.0028399999999999996,0.066,0.020826252703249448
Mitsui & Co Ltd,Industrials,2010,0.03614,0.133,0.2674407650941202
Mitsui Fudosan Co Ltd,Real Estate,2010,0.01332,0.049,0.21732494353885753
Mitsui O.S.K. Lines Ltd,Industrials,2010,0.03124,0.08800000000000001,0.22311844246031937
Mizrahi Tefahot Bank Ltd,Financials,2010,0.0074,0.1411,0.025795129522640056
Mizuho Financial Group Inc,Financials,2010,0.0026,0.11699999999999999,0.01682583537710144
Mobico Group PLC,Industrials,2010,0.049530000000000005,0.13608,0.3788823699938311
Mohawk Industries Inc,Consumer Discretionary,2010,0.032799999999999996,0.060899999999999996,0.6631404760750008
Molson Coors Beverage Co,Consumer Staples,2010,0.0558,0.0908,0.5568111423686795
Mondelez International Inc,Consumer Staples,2010,0.043,0.11460000000000001,0.7034083667312467
Mondi PLC,Materials,2010,0.057510000000000006,0.13049,0.37257633347448144
Monster Beverage Corp,Consumer Staples,2010,0.2281,0.31670000000000004,5.889212564997479
Moody's Corp,Financials,2010,0.1765585341260735,-2.12202,2.5996870762490873
Morgan Advanced Materials PLC,Industrials,2010,0.09886831771366474,0.3627,0.844873889534085
Morgan Stanley,Financials,2010,0.0027,0.0391,0.038887414364566913
Motorola Solutions Inc,Information Technology,2010,0.0449,0.1103,1.0818482791514106
Mowi ASA,Consumer Staples,2010,0.12990000000000002,0.2585,0.26259020056177773
Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,Financials,2010,0.0029,0.030600000000000002,0.07101352133460491
Murata Manufacturing Co Ltd,Information Technology,2010,0.05579,0.066,0.682108776503165
NEC Corp,Information Technology,2010,-0.00449,-0.016,0.19890617225446325
NRG Energy Inc,Utilities,2010,0.013000000000000001,0.044800000000000006,0.15490744956579927
NTT Data Group Corp,Information Technology,2010,0.027160000000000004,0.063,0.4194379098238071
NVIDIA Corp,Information Technology,2010,0.1157,0.1586,1.5241790678647373
NVR Inc,Consumer Discretionary,2010,0.0641,0.08310000000000001,1.9184291455112013
Nasdaq Inc,Financials,2010,0.03,0.09390000000000001,0.3081854907856078
NatWest Group PLC,Financials,2010,0.0004,0.008199999999999999,0.020965444533267003
National Australia Bank Ltd,Financials,2010,0.00701,0.1245,0.09171913347835917
National Bank of Canada,Financials,2010,0.008,0.177,0.056887578916818234
National Grid PLC,Utilities,2010,0.0388,0.2635,0.41950862213266543
Naturgy Energy Group SA,Utilities,2010,0.0292,0.1096,0.36542310753718216
Neste Oyj,Energy,2010,0.023540000000000002,0.06739,0.27512633694121835
Nestle SA,Consumer Staples,2010,0.08410000000000001,0.15990000000000001,1.3613444954271852
NetApp Inc,Information Technology,2010,0.1155,0.2766,1.5304088901903798
Netflix Inc,Communication Services,2010,0.07547220835684655,0.4936,1.2498321722887689
Newmont Corporation,Materials,2010,0.0817,0.1654,1.0663805176785324
Nexans SA,Industrials,2010,0.022799999999999997,0.062400000000000004,0.2529123869609114
Next PLC,Consumer Discretionary,2010,0.23013000000000003,2.1924,2.004802903304899
Nextera Energy Inc,Utilities,2010,0.0334,0.125,0.4498147074686997
NiSource Inc,Utilities,2010,0.018600000000000002,0.0762,0.3232159594394518
Nidec Corp,Industrials,2010,0.07263,0.15,0.7525358598926181
Nike Inc,Consumer Discretionary,2010,0.145,0.2177,2.9487606037031604
Nintendo Co Ltd,Communication Services,2010,0.045720000000000004,0.059000000000000004,1.2624693483645273
Nippon Sanso Holdings Corp,Materials,2010,0.02062,0.065,0.32108897295357475
Nippon Steel Corp,Materials,2010,0.01863,0.05,0.23271699029828566
Nippon Telegraph and Telephone Corp,Communication Services,2010,0.0264,0.064,0.3338198354614273
Nippon Yusen KK,Industrials,2010,0.03624,0.11699999999999999,0.22333668437885376
Nissan Motor Co Ltd,Consumer Discretionary,2010,0.03047,0.113,0.23054875603060324
Nissin Foods Holdings Co Ltd,Consumer Staples,2010,0.050730000000000004,0.077,0.9250770354246619
Nitto Denko Corp,Materials,2010,0.08715999999999999,0.139,0.7047240102800552
Nkt A/S,Industrials,2010,0.0192,0.061,0.36985698431261604
Nokia Oyj,Information Technology,2010,0.02862,0.08211,0.40347125026616476
Nomura Holdings Inc,Financials,2010,0.00083,0.013999999999999999,0.030489462797098448
Nomura Research Institute Ltd,Information Technology,2010,0.062380000000000005,0.10300000000000001,0.840735539427598
Nordea Bank Abp,Financials,2010,0.004050000000000001,0.106,0.04950003106113702
Norfolk Southern Corp,Industrials,2010,0.0666,0.18359999999999999,0.8581084508592053
Norsk Hydro ASA,Materials,2010,0.03566,0.05865,0.5029981582108963
Northern Trust Corp,Financials,2010,0.0066,0.0859,0.0953659999143914
Northrop Grumman Corp,Industrials,2010,0.07339999999999999,0.17550000000000002,0.6013021004730196
Novartis AG,Health Care,2010,0.11019999999999999,0.1956,1.0803055160908817
Novo Nordisk A/S,Health Care,2010,0.27117,0.45952,3.1917447032965574
Novozymes A/S,Materials,2010,0.13815,0.21899999999999997,2.7680745608111987
Nucor Corp,Materials,2010,0.053200000000000004,0.1038,0.8601013099699046
O'Reilly Automotive Inc,Consumer Discretionary,2010,0.09699999999999999,0.174,1.8652566640566013
OMV AG,Energy,2010,0.039,0.1066,0.2345504517733258
ON Semiconductor Corp,Information Technology,2010,0.1161,0.2788,0.8940917850907687
ONEOK Inc,Energy,2010,0.0274,0.15289999999999998,0.6518483286799999
ORIX Corp,Financials,2010,0.008239999999999999,0.051,0.08475333689201371
Obayashi Corp,Industrials,2010,0.00996,0.046,0.16006806986727595
Obic Co Ltd,Information Technology,2010,0.05266,0.06,0.9157497458667203
Occidental Petroleum Corp,Energy,2010,0.12140000000000001,0.1948,1.2668142498567716
Olympus Corp,Health Care,2010,0.00364,0.028999999999999998,0.38742578842921827
Omnicom Group Inc,Communication Services,2010,0.047,0.2659,0.5997670330742146
Omron Corp,Information Technology,2010,0.04891,0.087,0.6791512405508786
Ono Pharmaceutical Co Ltd,Health Care,2010,0.056479999999999995,0.061,1.143413572423114
Open Text Corp,Information Technology,2010,0.0301984706045528,0.2433,0.3818668765737784
Oracle Corp,Information Technology,2010,0.16870000000000002,0.32289999999999996,1.7530797450193785
Oracle Corp Japan,Information Technology,2010,0.17043,0.259,1.935685560834505
Orange SA,Communication Services,2010,0.0438,0.147,0.3756086197728311
Oriental Land Co Ltd,Consumer Discretionary,2010,0.0385,0.063,1.1210301012715693
Origin Energy Ltd,Utilities,2010,0.027770000000000003,0.05987,0.8251399546303171
Orion Oyj,Health Care,2010,0.2748,0.43316000000000004,2.0983146181728203
Orkla ASA,Consumer Staples,2010,0.04009,0.07651,1.264643618566727
Orlen SA,Energy,2010,0.0151,0.03573,0.24575556970415066
Osaka Gas Co Ltd,Utilities,2010,0.03147,0.069,0.4610456085265518
Otsuka Corp,Information Technology,2010,0.05753,0.113,0.5875902289883659
Oversea-Chinese Banking Corporation Ltd,Financials,2010,0.00899,0.10516,0.06055605686823985
Ovintiv Inc,Energy,2010,0.0118,0.024,0.8881781497468978
Owens Corning,Industrials,2010,0.0354,0.0708,0.355313925706683
PG&E Corp,Utilities,2010,0.03,0.12300000000000001,0.3362913988968824
PNC Financial Services Group Inc,Financials,2010,0.012,0.1035,0.11187434994524438
PPG Industries Inc,Materials,2010,0.07371,0.31420000000000003,0.8964484541468433
PPL Corp,Utilities,2010,0.0398,0.158,0.39892949301116115
PSP Swiss Property AG,Real Estate,2010,0.0256,0.048,0.49527415774271283
PTC Inc,Information Technology,2010,0.1036,0.1938,1.3282532554203828
Paccar Inc,Industrials,2010,0.0664,0.19440000000000002,0.7816126596580619
Packaging Corp of America,Materials,2010,0.0697,0.16699999999999998,1.0405917825126558
Pagegroup PLC,Industrials,2010,0.1697,0.31761,2.2874097103042583
Panasonic Holdings Corp,Consumer Discretionary,2010,0.00914,0.027999999999999997,0.35218633031085705
Pandora A/S,Consumer Discretionary,2010,0.17942,0.31379999999999997,0.41400821080796574
Paragon Banking Group PLC,Financials,2010,0.005600000000000001,0.08310000000000001,0.04504653591926075
Paramount Global,Communication Services,2010,0.0504,0.13369999999999999,0.678268612583524
Parker-Hannifin Corp,Industrials,2010,0.0964,0.1949,1.0581490065267083
Partners Group Holding AG,Financials,2010,0.2896,0.39,1.5532063977579569
PayPoint plc,Financials,2010,0.1991,0.31554,1.579541005268499
Paychex Inc,Industrials,2010,0.09699999999999999,0.3556,2.0231501844005897
Pearson PLC,Consumer Discretionary,2010,0.0632,0.12050000000000001,1.5202872620905026
Pembina Pipeline Corp,Energy,2010,0.0535,0.16469999999999999,0.24971812993869674
Pennon Group PLC,Utilities,2010,0.03754,0.20882,0.46297228073670715
Pentair PLC,Industrials,2010,0.0562,0.1133,0.715446788230546
PepsiCo Inc,Consumer Staples,2010,0.09970000000000001,0.33509999999999995,1.423290639148212
Pernod Ricard SA,Consumer Staples,2010,0.04136,0.1161,0.7111092159071756
Persimmon PLC,Consumer Discretionary,2010,0.04019999999999999,0.0594,0.3718131293041996
Pfizer Inc,Health Care,2010,0.0953,0.21489999999999998,0.8848095299467027
Philip Morris International Inc,Consumer Staples,2010,0.2446,4.619,3.424998910976106
Pinnacle West Capital Corp,Utilities,2010,0.025699999999999997,0.0874,0.4012161226489049
Porsche Automobil Holding SE,Consumer Discretionary,2010,0.0441,0.08039999999999999,0.2163858859330917
Power Assets Holdings Ltd,Utilities,2010,0.08582000000000001,0.13288,1.1527694775464703
Power Corporation of Canada,Financials,2010,0.0029124448177722246,0.1033,0.027116632715970826
Powszechna Kasa Oszczednosci Bank Polski SA,Financials,2010,0.021099999999999997,0.1723,0.1342639831054583
Powszechny Zaklad Ubezpieczen SA,Financials,2010,0.047,0.2027,0.08505343199022636
Principal Financial Group Inc,Financials,2010,0.005962457094549862,0.0907,0.05097266008290809
Procter & Gamble Co,Consumer Staples,2010,0.0889,0.1877,1.3266010832542607
Progressive Corp,Financials,2010,0.044000000000000004,0.1595,0.554294843003827
Prologis Inc,Real Estate,2010,-0.0068042345539114394,-0.0233,0.47354934980496255
Prudential Financial Inc,Financials,2010,0.0060999999999999995,0.09398999999999999,0.038140860693533514
Prudential PLC,Financials,2010,0.00586,0.20010999999999998,0.03786600126853558
Prysmian SpA,Industrials,2010,0.025967258343877416,0.257,0.22765495876510777
Public Service Enterprise Group Inc,Utilities,2010,0.04650000000000001,0.1396,0.56000533511619
Public Storage,Real Estate,2010,0.0894,0.0971,2.5749157692406723
Publicis Groupe SA,Communication Services,2010,0.0382,0.1653,0.2864639867743854
Pultegroup Inc,Consumer Discretionary,2010,-0.0288,-0.1033,0.3507812816013663
Puma SE,Consumer Discretionary,2010,0.09300000000000001,0.1539,1.1942821016983642
QBE Insurance Group Ltd,Financials,2010,0.019610000000000002,0.08349000000000001,0.37318187511953665
Qantas Airways Ltd,Industrials,2010,0.02306,0.0782,0.24499040370975456
Qiagen NV,Health Care,2010,0.0611,0.0933,0.5624535221695616
QinetiQ Group PLC,Industrials,2010,0.05958,0.19936,0.8103262118250856
Qualcomm Inc,Information Technology,2010,0.16140000000000002,0.2006,2.524568889742463
Quanta Services Inc,Industrials,2010,0.0315,0.042300000000000004,0.9632191520316383
Quebecor Inc,Communication Services,2010,0.0217,0.135,0.26321878580858504
Quest Diagnostics Inc,Health Care,2010,0.08039999999999999,0.1857,0.9834777173376066
RB Global Inc,Industrials,2010,0.0801,0.12300000000000001,1.138613530999003
REA Group Ltd,Communication Services,2010,0.31757,0.42001,1.316101609086165
RELX PLC,Industrials,2010,0.09355000000000001,0.5152,1.022014430513442
RPM International Inc,Materials,2010,0.057999999999999996,0.16140000000000002,0.6102153465632945
RS Group PLC,Industrials,2010,0.1035,0.24498999999999999,0.8228670320536501
RTX Corp,Industrials,2010,0.083,0.2302,1.077685799114919
RWE AG,Utilities,2010,0.04019999999999999,0.2742,0.25975591286941324
Raiffeisen Bank International AG,Financials,2010,0.006999999999999999,0.1012,0.031639146600261896
Rakuten Group Inc,Consumer Discretionary,2010,-0.00058,-0.005,0.21176645462413407
Ralph Lauren Corp,Consumer Discretionary,2010,0.11395073377366445,0.17679999999999998,2.55390271466142
Randstad NV,Industrials,2010,0.054000000000000006,0.139,0.4190419728011414
Rathbones Group PLC,Financials,2010,0.03065,0.18031,0.19585226896969546
Raymond James Financial Inc,Financials,2010,0.015458048386196587,0.11380000000000001,0.21734613767594205
Realty Income Corp,Real Estate,2010,0.030092168849585314,0.07763,1.0537375723929256
Reckitt Benckiser Group PLC,Consumer Staples,2010,0.132,0.33759999999999996,0.7434143461624373
Redeia Corporacion SA,Utilities,2010,0.054000000000000006,0.2681,0.4482595600240206
Regency Centers Corp,Real Estate,2010,0.008,0.018000000000000002,0.8483912734887339
Regeneron Pharmaceuticals Inc,Health Care,2010,-0.18053,-0.42981,3.8769540683886086
Regions Financial Corp,Financials,2010,0.0016,0.016,0.04260662022825659
Reliance Inc,Materials,2010,0.0669,0.1152,0.45375512180014665
Renault SA,Consumer Discretionary,2010,0.029300000000000003,0.09029999999999999,0.07778829689519458
Renewi PLC,Industrials,2010,0.016765548547265897,0.06619,0.21767477264121504
Renishaw PLC,Information Technology,2010,0.10744198865408866,0.35673,1.1602807711301573
Rentokil Initial PLC,Industrials,2010,0.07532,-1.10513,0.44761031433266596
Repsol SA,Energy,2010,0.037000000000000005,0.1076,0.538131084714596
Republic Services Inc,Industrials,2010,0.03776180855688822,0.0951,0.5218794421578907
Resmed Inc,Health Care,2010,0.1266,0.155,1.8058399897144501
Resona Holdings Inc,Financials,2010,0.00384,0.08800000000000001,0.02343503616353325
Revvity Inc,Health Care,2010,0.0579,0.10830000000000001,0.5865874597764678
Rexel SA,Industrials,2010,0.03911,0.09388999999999999,0.36363384326048637
Rheinmetall AG,Industrials,2010,0.0441,0.1533,0.22638635966405013
Ricoh Co Ltd,Information Technology,2010,0.00845,0.021,0.2613796856235555
Rightmove PLC,Communication Services,2010,1.0397215875856334,0.1092,25.654690929071414
Rio Tinto Ltd,Materials,2010,0.13407,0.28049,1.0621629677589375
Rio Tinto PLC,Materials,2010,0.13390000000000002,0.2807,1.0621629677589375
Roche Holding AG,Health Care,2010,0.17079999999999998,0.9711,1.846405207983041
Rockwell Automation Inc,Industrials,2010,0.139,0.43450000000000005,1.9764130136653484
Rockwool A/S,Industrials,2010,0.051399999999999994,0.07,0.6332429544539461
Rogers Communications Inc,Communication Services,2010,0.0987,0.4765,0.8729025364444194
Rolls-Royce Holdings PLC,Industrials,2010,0.05487,0.21100000000000002,0.5342515452377846
Roper Technologies Inc,Information Technology,2010,0.0823,0.1437,1.5755447918333907
Ross Stores Inc,Consumer Discretionary,2010,0.2048,0.46509999999999996,3.2919168384128357
Rotork PLC,Industrials,2010,0.13722298901635377,0.3901,2.6867965218333096
Royal Bank of Canada,Financials,2010,0.0087,0.18,0.07235215719432826
Royal Caribbean Cruises Ltd,Consumer Discretionary,2010,0.030699999999999998,0.07429999999999999,0.27173608055935033
Ryanair Holdings PLC,Industrials,2010,0.0495,0.13811,0.4514625254743144
S&P Global Inc,Financials,2010,0.1343380664652568,0.4783,1.9930812688821753
SAP SE,Information Technology,2010,0.15289999999999998,0.2994,1.0991525134186213
SBA Communications Corp,Real Estate,2010,-0.0361,-0.8271,1.3026995960679892
SBI Holdings Inc,Financials,2010,0.00359,0.012,0.07566696436486908
SEB SA,Consumer Discretionary,2010,0.039748380582531925,0.18469999999999998,0.46305930401179196
SEGRO PLC,Real Estate,2010,0.026000000000000002,0.0519,0.2053891333972306
SEI Investments Co,Financials,2010,0.15259999999999999,0.1973,1.573239673768606
SGH Ltd,Industrials,2010,0.05148,0.09801,0.49023304144324575
SGS SA,Industrials,2010,0.1274,0.2741,2.0982406418194715
SKF AB,Industrials,2010,0.10813,0.30472,0.9772230277891806
SMC Corp,Industrials,2010,0.07055,0.091,0.917999737577192
SSE PLC,Utilities,2010,0.052649999999999995,0.25029,0.6625598335004665
STMicroelectronics NV,Information Technology,2010,0.03129,0.0524,0.499806003968509
STMicroelectronics NV,Information Technology,2010,0.03660779985283297,0.0524,0.499806003968509
SThree PLC,Industrials,2010,0.11124,0.24656,0.9150001413373463
Safran SA,Industrials,2010,0.0329,0.1362,0.2688974421277
Sage Group PLC,Information Technology,2010,0.1041,0.1672,1.3902701515822715
Saipem SpA,Energy,2010,0.059699999999999996,0.2101,1.4015662630242438
Salesforce Inc,Information Technology,2010,0.053399999999999996,0.1352,3.313652665103164
Sampo Oyj,Financials,2010,0.0346,0.1166,0.24505158542784133
Sands China Ltd,Consumer Discretionary,2010,0.12182,0.22941,1.8867348146153342
Sandvik AB,Industrials,2010,0.094,0.262,1.0910571509588467
Sanofi SA,Health Care,2010,0.0949,0.1609,0.7706472448028817
Santander Bank Polska SA,Financials,2010,0.021,0.16949999999999998,0.08688115275134532
Santos Ltd,Energy,2010,0.03063,0.054669999999999996,0.701232958452192
Saputo Inc,Consumer Staples,2010,0.1338,0.2228,1.2377363876714098
Savills PLC,Real Estate,2010,0.03141649458414945,0.17163,0.3780335773397175
Schindler Holding AG,Industrials,2010,0.07775,0.21321,1.3796058911975198
Schlumberger NV,Energy,2010,0.0931,0.1906,1.6608508358850385
Schneider Electric SE,Industrials,2010,0.06409,0.13803,0.596323947526344
Schroders PLC,Financials,2010,0.023170000000000003,0.17064000000000001,0.1824496965564439
Scor SE,Financials,2010,0.011000000000000001,0.077,0.08817313131184339
Seagate Technology Holdings PLC,Information Technology,2010,0.0662,0.2229,0.8264216568888878
Secom Co Ltd,Industrials,2010,0.05592,0.106,0.6668750148058504
Securitas AB,Industrials,2010,0.0704,0.2368,0.47884192189152514
Seiko Epson Corp,Information Technology,2010,0.012270000000000001,0.037000000000000005,0.273198996184653
Sekisui Chemical Co Ltd,Industrials,2010,0.02988,0.069,0.47592928692762737
Sekisui House Ltd,Consumer Discretionary,2010,0.02078,0.039,0.27109909236030144
Sembcorp Industries Ltd,Utilities,2010,0.07148,0.20411,0.32627047995425257
Sempra,Utilities,2010,0.0339,0.11449999999999999,0.39670438509428857
Serco Group PLC,Industrials,2010,0.0698,0.2157,1.8472630223616207
Seven & i Holdings Co Ltd,Consumer Staples,2010,0.03023,0.065,0.4797378464248234
Severn Trent PLC,Utilities,2010,0.0331,0.24492999999999998,0.41797134184682616
Shaftesbury Capital PLC,Real Estate,2010,0.0055000000000000005,0.01,0.4195989664205756
Shell PLC,Energy,2010,0.0739,0.15549,0.5890431208914814
Shell PLC,Energy,2010,0.08573,0.18030000000000002,0.5890431208914814
Sherwin-Williams Co,Materials,2010,0.09939999999999999,0.33064,1.7713269870031125
Shimadzu Corp,Information Technology,2010,0.03531,0.065,0.6369637117312442
Shimano Inc,Consumer Discretionary,2010,0.0943,0.11199999999999999,0.9768845005871567
Shin-Etsu Chemical Co Ltd,Materials,2010,0.05635,0.07,0.7790768542611672
Shionogi & Co Ltd,Health Care,2010,0.03764,0.06,0.6741199245379779
Siemens AG,Industrials,2010,0.066,0.226,0.5426437622159919
Sika AG,Materials,2010,0.054900000000000004,0.1189,0.6244704596300542
Simon Property Group Inc,Real Estate,2010,0.0394,0.21539999999999998,1.4452132690069486
Singapore Airlines Ltd,Industrials,2010,0.05716,0.093505,0.47585796710765643
Singapore Exchange Ltd,Financials,2010,0.2137,0.37799999999999995,3.2636840210084004
Singapore Technologies Engineering Ltd,Industrials,2010,0.0719,0.31144,1.1409898823752558
Singapore Telecommunications Ltd,Communication Services,2010,0.0984,0.15893000000000002,1.0266421965185404
Sino Land Co Ltd,Real Estate,2010,0.03742,0.05053,0.4135756124770794
Skandinaviska Enskilda Banken AB,Financials,2010,0.0054,0.1175,0.044019391224408774
Skanska AB,Industrials,2010,0.0965,0.3865,0.5038507354922303
Skyworks Solutions Inc,Information Technology,2010,0.2086,0.2463,1.612140509577653
Smith & Nephew PLC,Health Care,2010,0.1401,0.2228,1.077204403300696
Smiths Group PLC,Industrials,2010,0.10291,0.29542,0.821886812107261
Snam SpA,Utilities,2010,0.0571,0.19041,0.6016537934005499
Snap-On Inc,Industrials,2010,0.07220452503471371,0.18170000000000003,0.8017844981458793
Societe Generale SA,Financials,2010,0.0028000000000000004,0.0693,0.01150953271226567
Sodexo SA,Consumer Discretionary,2010,0.038900000000000004,0.1721,0.6366178713412809
SoftBank Group Corp,Communication Services,2010,0.0416,0.348,0.11122950074264173
Sonic Healthcare Ltd,Health Care,2010,0.0625,0.11714000000000001,0.7409520803940782
Sonova Holding AG,Health Care,2010,0.10279999999999999,0.177,1.544676555305701
Sony Group Corp,Consumer Discretionary,2010,-0.02012,-0.094,0.10057412891271383
Southern Co,Utilities,2010,0.0385,0.1252,0.673201813620902
Southwest Airlines Co,Industrials,2010,0.0194,0.050300000000000004,0.36883726484392293
Spectris PLC,Information Technology,2010,0.08545748665499804,0.258,0.8726628856557174
Spirax Group PLC,Industrials,2010,0.07096831891344256,0.2487,1.047497456551119
Spirent Communications plc,Information Technology,2010,0.18119758143163645,0.22399999999999998,2.3722454643798323
St James's Place PLC,Financials,2010,0.00406,0.16890999999999998,0.020554776079437627
Standard Chartered PLC,Financials,2010,0.0084,0.1167,0.07576473469048206
Stanley Black & Decker Inc,Industrials,2010,0.0574,0.1274,0.7158947064768888
Stantec Inc,Industrials,2010,0.0771,0.1653,0.4185142928130292
Starbucks Corp,Consumer Discretionary,2010,0.1704,0.2907,4.6595095375251345
State Street Corp,Financials,2010,0.0086,0.1,0.09145786888694675
Steel Dynamics Inc,Materials,2010,0.0482,0.1264,0.48096892560174176
Stellantis NV,Consumer Discretionary,2010,0.0048,0.0362,0.05192258339508786
Stockland Corporation Ltd,Real Estate,2010,0.052750000000000005,0.08616,0.5291417061764181
Stora Enso Oyj,Materials,2010,0.0383,0.08251,0.3271560125125342
Storebrand ASA,Financials,2010,0.0027,0.0579,0.035022423252916074
Straumann Holding AG,Health Care,2010,0.1175,0.1431,1.426538426350525
Stryker Corp,Health Care,2010,0.12429,0.19493,1.5661678151811296
Subaru Corp,Consumer Discretionary,2010,0.041589999999999995,0.127,0.17539206329489448
Subsea 7 SA,Energy,2010,0.069,0.1209,0.8632252134710645
Sulzer AG,Industrials,2010,0.0697,0.1402,0.7350792917548734
Sumitomo Corp,Industrials,2010,0.027919999999999997,0.129,0.23160526419073074
Sumitomo Electric Industries Ltd,Consumer Discretionary,2010,0.03624,0.076,0.30629678000346616
Sumitomo Metal Mining Co Ltd,Materials,2010,0.08256000000000001,0.138,0.4585934752638894
Sumitomo Mitsui Financial Group Inc,Financials,2010,0.00364,0.098,0.021035295873552472
Sumitomo Realty & Development Co Ltd,Real Estate,2010,0.0159,0.1,0.1715290999945229
Sun Hung Kai Properties Ltd,Real Estate,2010,0.051980000000000005,0.06997,0.3532896834277742
Sun Life Financial Inc,Financials,2010,0.0005,0.008,0.0543686142571226
Suncor Energy Inc,Energy,2010,0.0791,0.15380000000000002,0.6907943956066008
Suncorp Group Ltd,Financials,2010,0.00655,0.04475,0.14993658814507818
Suzuki Motor Corp,Consumer Discretionary,2010,0.019610000000000002,0.047,0.36923771602332217
Svenska Cellulosa Aktiebolaget SCA,Materials,2010,0.042,0.0925,1.5243636044469093
Svenska Handelsbanken AB,Financials,2010,0.0053,0.133,0.048725008378035166
Swatch Group AG,Consumer Discretionary,2010,0.1378,0.168,1.4255641736003632
Swedbank AB,Financials,2010,0.0067,0.122,0.059153280650504854
Swire Pacific Ltd,Industrials,2010,0.030990000000000004,0.04041,0.32255868957574063
Swiss Life Holding AG,Financials,2010,0.0037,0.073,0.01362222109431733
Swiss Prime Site AG,Real Estate,2010,0.0296,0.077,0.342880205321065
Swiss Re AG,Financials,2010,0.011559999999999999,0.09561,0.09118259535174063
Swisscom AG,Communication Services,2010,0.0929,0.3922,0.8544037953013035
Sydbank A/S,Financials,2010,0.0030299999999999997,0.048150000000000005,0.053974734439868846
Symrise AG,Materials,2010,0.0675,0.1743,0.5589688669794685
Synopsys Inc,Information Technology,2010,0.0812,0.12869999999999998,1.1642688114973563
